4697	1
47	3
499	1
5	5
50	8
50.1	1
500	2
509th	15
51	2
52	2
53	2
530	1
534	1
54	2
55	3
56	2
57	1
57.6	1
57th	1
58	2
59	1
6	7
6.70	1
60	1
600,000	1
62	2
63	2
64	1
65	1
660	1
672	1
68	2
7	3
70	3
70,000	1
707	1
71	1
72	1
722	1
732	2
75	1
750,000	2
76	1
79	1
8	2
8.9	1
80	2
800	1
82	1
83	1
85,000	1
87	3
87.5	1
89	1
89.7	1
8:15	1
9	5
9.625	1
90	4
900	6
90th	2
913	1
94.8	1
95	1
950	1
99.3	1
:	66
;	19
>	1
?	12
A.	2
A.L.	2
A4250	1
A4345	1
A4346	1
A4537	1
A4696	1
A4917	1
A4928	1
A4931	1
AT&T	4
B-29	1
B.	1
BC-ATOMIC-BOMB-0801	2
BC-FBC-SEC-NOTES-0801	2
BC-FIG-OLY-ARREST-1	2
BC-IBM-CHIPS-1	2
C.	2
Co.	9
Conn.	1
Cx1	8
D.	4
D.C.	2
E.	1
G.	4
H.	1
Inc.	22
J.	2
K.	2
L.	1
M.	3
M.D.	1
N.C.	1
N.J.	4
N.V.	3
N.Y.	4
NULL	11
NYT-07	8
NYT20020731.0049	1
NYT20020731.0050	1
NYT20020731.0077	1
NYT20020731.0078	1
NYT20020731.0191	1
NYT20020731.0312	1
NYT20020731.0371	1
NYT20020731.0375	1
NYT20020731.0376	1
No.	3
O.	1
One	2
Q2420	1
R.	3
S.	2
T	1
T.	1
They	1
U.N.	6
U.S.	42
W.	1
_	1
`	6
a	664
a.m.	3
abandon	2
abdulwahab	1
abello	1
ability	3
able	4
abortion	1
about	62
above	3
abrogation	1
absorb	1
abundant	1
abuse	3
accept	6
acceptable	1
acceptance	4
access	2
accessory	2
accompany	1
accord	10
account	5
accountable	1
accrue	1
accuracy	1
accurate	1
accusation	1
accuse	2
accuser	1
achieve	4
acid	1
ackerman	4
acknowledge	1
acquire	4
acquisition	12
across	1
act	10
action	17
activate	1
active	5
activism	1
activist	3
activity	5
actual	1
actually	2
acute	1
ad	1
adam	1
adapt	1
add	14
addition	7
additional	3
address	2
adequately	1
adjustment	1
adjutant	2
administration	3
administrative	3
administrator	1
admire	1
admit	1
admonished	3
admonishes	1
admonition	1
adopt	4
adulthood	1
advance	7
advanced	1
advantage	5
adventures	1
advertise	1
advertisement	3
advertising	3
adviser	1
affair	3
affect	4
affidavit	2
affiliate	1
afford	1
affordable	1
affront	1
afloat	1
afp	1
afraid	1
after	50
after-tax	1
afternoon	1
again	5
against	13
age	5
agency	5
agenda	3
agent	7
aggravating	1
aggressive	1
ago	13
agree	7
agreement	2
agriculture	1
ahead	3
aid	4
aide	4
ail	1
aim	4
air	12
airfield	1
airman	2
airtight	1
ajc	1
ak-47	1
akerfeldt	1
akroyd	1
al	3
al-	1
ala	1
alabama	2
alan	1
albar	1
alex	1
alfred	2
alice	1
align	1
alimzhan	1
alive	1
all	40
all-day	1
allegation	2
allege	4
allen	1
allocate	1
allow	7
ally	1
almost	5
alone	1
along	5
alongside	1
already	14
also	50
alternative	1
although	2
altos	1
alus	2
always	6
amateur	1
amazing	1
ambassador	3
ambiguity	1
ambiguous	1
ambitious	1
ambush	1
america	20
american	32
americans	1
americas	2
amicable	1
amid	1
amman	2
among	8
amorim	1
amortization	1
amount	7
amplifier	1
an	121
ana	1
anaheim	3
analysis	3
analyst	7
and	615
andersson	1
andre	1
andrea	1
andrew	1
anecdotal	1
angela	1
angels	11
anissina	13
ann	2
anniversary	1
announce	6
announcement	1
annual	5
annulled	1
anonymous	2
another	18
answer	2
antarctic	1
anti-	2
anti-aircraft	1
anti-democratic	1
anti-takeover	1
anticipate	1
anticipation	1
antidepressant	1
antique	1
antiterrorism	1
anton	1
antonio	1
anwar	3
anxious	1
any	20
anything	5
ap	2
apa	8
apiece	2
apologize	2
appall	1
apparently	1
appeal	1
appear	10
appearance	2
appetite	1
applause	1
appliance	1
application	1
applied	1
appoint	2
appointment	2
approach	4
appropriate	2
approval	2
approve	3
april	2
aquarium	4
arab	3
area	14
argue	2
argument	3
arise	1
arizona	1
arm	3
armed	1
army	5
arnold	2
around	10
arrange	1
arrangement	1
arrest	10
arrive	8
art	4
article	4
arts	1
artwork	1
as	120
aseltine	1
asher	1
asia	4
asian	7
ask	8
asman	1
assassination	2
assemble	4
assembly	1
assess	4
asset	5
assignment	1
assist	2
assistance	1
assistant	4
associate	1
associated	3
associates	1
association	17
assume	4
assure	4
astonishing	1
astoria	1
at	130
atlanta	2
atlantic	2
atom	1
atomic	4
atrocity	1
attack	6
attain	1
attempt	9
attend	2
attendance	1
attention	4
attorney	4
attract	2
attribute	2
au	1
auburn	1
auction	13
auctioneer	1
audience	2
aug	4
august	2
augustus	1
austin	4
author	2
authority	10
auto	3
autograph	2
automate	1
automatic-teller	1
automatically	1
automotive	5
available	6
avert	1
avon	1
award	4
aware	1
awareness	2
awash	1
away	3
awesome	1
azizah	1
b	7
back	17
background	1
backlash	1
backlog	1
backup	2
bad	4
badly	1
baghdad	3
bakery	2
baking	1
balaban	2
balance	1
ballot	6
ban	1
bandar	1
bank	11
banker	1
banking	1
bankrupt	1
bankruptcy	5
bar	2
barb	1
barbara	1
barco	3
barely	1
bargain	1
barrage	1
barrier	1
barron	1
barth	1
bartolo	1
base	25
baseball	2
baserunner	1
bash	1
basic	1
basis	2
basra	1
bat	2
bated	1
battalion	1
battery	4
battle	2
bay	5
bc-bba-angnote-ladn	2
bc-chefs-savingfish-nns	2
bc-juliachild-sf	1
bc-juliachild-sfchron	1
bc-producebin-sf	1
bc-producebin-sfchron	1
bc-psychologists-drugs-s	1
bc-psychologists-drugs-sciam-art-nytsf	1
be	833
beach	1
bean	1
bear	5
beat	1
beautiful	2
because	26
beck	1
become	13
bed	3
before	25
begawan	1
begin	11
beginning	1
behavior	4
behind	2
behring	1
belief	2
believe	10
below	5
bench	2
bend	1
beneficiary	1
benefit	9
bengie	5
berezhnaya	2
bernardin	2
bertholle	1
besides	1
best	8
best-known	1
best-selling	1
bet	2
beth	3
betrayal	1
better	5
between	13
beyond	1
bid	5
bidder	6
bidding	1
big	9
bigger	1
biggest	4
bilingual	1
bill	7
billboard	2
billion	24
billy	1
bin	3
biology	1
biomedical	1
birmingham	2
birthday	7
bit	1
bitter	9
bitterness	1
black	5
blackmail	1
blame	1
blanched	1
bleed	1
blessing	3
bleu	1
blind	3
block	3
blockbuster	1
blood	1
bloodthirsty	1
bloomberg	1
blow	1
blue	1
blunder	1
board	10
boast	1
boat	1
bob	1
bobby	1
body	2
bogota	2
bolivia	1
bolster	1
bomb	18
bomber	2
bombing	5
bonanza	1
bond	1
bonneville	1
bonus	1
book	6
bookkeeper	1
boom	1
boost	1
boot	1
boot-straps	1
border	2
borge	1
boss	1
boston	3
botanically	1
both	11
bottle	1
bottom	1
bounce	1
bound	1
bowls	1
boy	3
boycott	4
brace	1
bradley	1
braised	1
bread	1
break	3
breast	1
breeze	1
brewers	2
bribery	1
brief	3
brigham	1
bright	1
brilla	1
bring	4
britain	1
british	1
broadcast	2
broadcasting	1
broader	1
bronco	1
bronze	3
brother	5
brunei	2
bubble	2
buchanan	1
budget	1
buell	1
build	6
building	2
bulk	1
bullpen	1
bully	1
bunch	1
bunk	1
buoyancy	1
burlington	1
burst	1
bus	2
bush	15
business	22
businessman	2
buster	1
but	100
butter	3
buy	10
buyer	5
by	138
c	6
c.2002	5
cabbage	1
cable	2
cadmium	1
cairo	2
cajole	1
cake	2
calendar	2
calif	4
california	8
call	25
caller	2
cambridge	1
camden	1
camera	1
campaign	17
campbell	1
can	21
canada	4
canadian	5
canadians	2
cancel	1
candid	1
candidate	5
canine	1
cannot	6
cano	1
cap	1
capability	2
capacity	3
cape	1
capital	13
captain	1
capture	1
car	1
cara	2
carbon	2
card	3
care	5
career	6
cargo	1
caribbean	1
carl	4
carla	1
carnival	2
carpet	1
carrier	3
carry	3
cartel	4
case	15
cash	12
cash-flow	1
cast	1
castro	4
casualty	5
cataloged	1
catch	8
catcher	3
category	1
catering	1
cause	3
caviar	2
cd	3
cease	1
celebrate	2
celebration	2
celebrity	2
cell	3
cellophane	1
censorship	1
censure	1
cent	32
center	11
central	4
centralize	1
cereal	1
ceremony	6
certain	5
certainly	2
certificate	1
certify	1
chabon	1
chain	3
chair	1
chairman	8
chamber	1
champion	1
championship	1
chance	4
chang	38
change	15
changed	1
chapatus	1
chapter	1
charantium	1
charge	27
charity	1
charles	1
chassis	3
chastise	1
chatter	1
check	2
chef	17
chefs	2
chemical	3
chief	13
chiefly	1
child	26
childs	1
chilean	14
chilling	1
china	1
chinese	4
chip	13
chocolat	1
chocolate	2
choice	2
chok	1
cholesterol	1
choose	5
chop	1
christian	2
christie	1
christine	1
christmas	3
chron	1
chronic	1
chronicle	6
chuck	1
cincinnati	1
circuit	1
circuitry	1
circulation	2
circumstance	4
citadel	3
cite	7
cites	1
citibank	1
citizen	6
citizenship	2
citrus	1
city	20
civilian	3
claim	9
claire	1
class	8
classic	1
classification	2
classroom	1
clay	1
clean	5
clear	9
clearly	1
cleave	1
cleveland	2
client	7
cliff	1
climate	1
climb	3
clinical	3
clock	1
clone	1
close	22
closely	3
closer	1
closing	3
cloth	2
cloud	1
clout	1
club	5
co	1
co-authors	1
co-conspirator	1
co-conspirators	1
co-found	2
coach	2
coaching	1
coast	1
coastal	1
cobra	1
cocaine-connected	1
cockcroft	1
cocoa	1
code	2
coffee	1
coin	29
coincide	2
coins	1
col	1
cole	3
coleco	3
colin	2
collaboration	1
collapse	2
collect	1
collecting	1
collection	1
collector	6
college	4
colombia	6
colombian	3
colon	2
color	3
columbia	8
columbus	2
com	7
combat	2
come	27
comeback	1
comedian	1
comey	4
command	2
commander	2
commanding	1
comment	5
commercial	2
commercially	1
commission	2
commit	4
commitment	2
committee	34
commodity	1
commodores	1
common	18
commonly	1
communication	5
communications	2
communique	1
community	5
compact-disc	2
company	80
compare	11
comparison	2
compel	2
compensation	1
compete	3
competition	3
competitive	3
competitor	2
complaint	6
complement	1
complete	7
completion	2
complex	1
compliance	2
complicate	2
complicity	1
compose	1
composite	7
comptroller	3
computer	12
computer-maintenance	1
computer-security	1
concede	1
conceive	1
concentrate	1
concern	20
conclude	3
condiment	1
condition	1
conditional	1
condominium	1
conduct	5
conference	7
confidence	1
confident	1
confirm	3
conflict	2
conflicting	1
confuse	1
confusing	1
congress	4
congressional	3
congressman	3
conn	1
connect	4
connection	2
conscience	1
consequently	3
conservation	6
consider	8
consistent	2
console	1
conspiracy	5
conspirator	1
conspire	1
constituency	1
constitute	1
constitution	1
constraint	1
constrict	1
construction	3
constructive	1
consulting	1
consumer	4
consuming	1
contact	9
contain	1
container	1
contemporary	1
contemptuous	1
contend	2
contender	1
contention	1
contents	1
contest	2
continental	1
continuation	1
continue	12
continuously	1
contra	1
contract	5
contractor	2
contrary	1
contrast	1
contribute	2
contribution	1
contributor	1
control	3
controll	1
controversy	1
convention	2
conversation	4
conversion	2
convert	1
convertible	3
convict	6
conviction	2
convince	1
cook	5
cooking	7
cooper	1
cooperate	3
cooperation	5
coordinate	2
coordinator	1
copia	3
copium	1
coppola	1
coptic	1
copy	1
copyright	1
cord	1
cordon	1
core	2
corn	2
corp	22
corporate	6
corporation	1
corps	1
correct	1
correction	1
corrupt	1
corruptly	1
cosmetic	2
cost	22
cost-control	1
cost-cutting	1
costly	3
could	30
count	1
counter	4
counterpart	2
counterterrorism	2
countless	1
country	17
county	2
couple	2
coupon	1
courage	1
court	23
cover	6
coverall	1
covering	1
cox	8
cq	1
crabmeat	1
crack	4
crawfish	1
craze	1
crazy	1
create	5
creation	2
credibility	3
credible	2
credit	3
creditor	4
crescent	1
crew	10
crime	7
criminal	6
crimson	1
crippling	1
crisis	2
crispy	1
critic	2
critical	2
criticize	4
cronyism	1
crop	1
cross	1
crowd	3
crown	3
crucial	1
crude	1
crudest	1
cruel	1
cruise	2
crum	3
crust	1
cry	1
cryptographer	1
cuba	2
cuban	1
cue	1
cuisine	2
culinary	5
cultivate	1
cuomo	1
curb	1
currency	1
current	7
currently	7
curriculum	1
curry	1
curtail	1
custom	2
customary	1
customer	8
customize	1
cut	9
cutcliffe	4
cutthroat	1
cutting	1
cycle	1
cyclical	1
cyst	1
d	2
d-hawaii	1
d-n.j	1
d-ohio	2
d-s.d	1
dad	1
dakota	1
damage	2
damages	1
dame	1
dan	1
dancer	8
dancing	5
danger	1
daniel	1
dark	2
daschle	1
datapoint	1
date	1
datum	2
daughter	1
daunting	1
david	11
davison	3
day	23
dayton	1
dd	4
de	1
dead	1
deadline	4
deal	11
dealer	3
dealership	1
dealings	2
death	14
debate	3
debenture	1
deborah	1
debra	2
debt	5
debut	1
dec	2
decade	4
deceit	1
decide	6
decision	3
declaration	1
declare	4
decline	8
decorate	1
dedicate	1
dedication	1
deem	2
deepens	1
deere	1
defeat	2
defence	1
defend	1
defender	1
defense	5
definition	1
degree	2
dei	2
deisher	2
delaware	1
delay	1
deliberation	1
delist	1
deliver	3
delivery	1
deliveryman	1
deluge	1
demand	9
democracy	5
democrat	2
democratic	4
democrats	1
demonstrate	2
demonstration	1
denise	3
denton	1
deny	1
department	8
departure	6
depend	3
depiction	1
deplete	1
depletion	1
depose	1
depositary	1
depot	1
depreciation	1
depth	2
deputy	3
derive	1
descend	1
describe	3
description	2
desert	3
deserving	1
deshong	1
design	9
designation	1
designer	2
desire	1
desk	2
desktop	2
despite	3
dessert	1
destiny	2
destroy	5
destruction	4
detail	3
detailed	1
detention	1
deter	1
determination	1
determine	1
detonation	1
devastation	1
develop	7
developer	1
developing	1
development	7
device	3
devices	1
devoid	1
dewan	1
dgamino	1
dial	2
diamond	1
dianto	1
diaper	8
dictatorship	1
didier	1
die	3
diet	1
differ	1
difference	4
different	11
differently	1
difficult	2
digging	1
dignity	1
dilute	1
diner	1
dining	1
dinner	6
dioxide	2
diploma	1
diplomatic	3
diplomatically	1
dire	1
direct	4
director	15
directorship	1
disabled	1
disagreement	1
disappear	2
disappoint	2
disappointing	1
disappointment	1
disaster	2
discipline	1
disclose	3
disclosure	3
discontinue	2
discount	1
discover	1
discuss	5
discussion	2
disgruntled	1
dish	1
disk	1
dismantle	1
dismay	1
dismissal	1
disorganized	1
display	7
disposable	1
disposal	3
dispute	2
disregard	1
dissent	1
distanced	1
distinguished	1
distribute	4
distributor	1
district	5
disturbance	1
disturbing	1
diversity	1
dividend	7
division	4
do	77
doctor	1
doctorate	1
document	7
doherty	1
doll	1
dollar	9
dollop	1
dominate	3
donaldson	1
donor	1
donut	1
donuts	1
door	2
double	10
doubt	2
douglas	1
dow	4
down	20
downtown	3
downturn	2
dozen	3
draft	1
drag	1
drain	1
drama	1
dramatic	1
draw	1
drawer	1
dream	3
drew	1
drift	2
drink	1
drive	6
driver	1
drop	11
drug	14
drug-financed	1
dry	1
dsm	3
dual	1
dubaus	20
duck	2
due	7
duluth	1
dunkin	5
duplicate	1
during	14
dutch	2
duty	8
dwell	2
dydee	1
dynamite	1
dynasty	1
e-	2
e-commerce	4
e-mail	3
e-trade	1
each	23
eager	1
eagle	10
ear	1
earlier	11
early	14
earn	9
earning	9
earnings	6
earring	4
earth	2
earthquake	2
ease	2
east	14
easterling	3
eastward	1
easy	1
eat	3
eavesdropping	1
ebay	1
ebullient	1
economic	6
economy	2
ecosystem	2
ecuador	1
ed it.	1
eddin	1
edelman	4
edge	1
edition	2
editor	5
editorial	8
editors	3
eds	1
edt	9
educate	1
education	6
edward	2
effect	2
effective	4
efficacy	1
efficiency	2
efficient	1
effort	11
egg	1
egoless	1
egypt	6
egyptian	2
egyptians	1
eight	6
eighth	1
either	3
el	4
elaine	1
elco	2
election	8
electronic	10
electronics	3
eli	2
eligible	2
eliminate	7
elisa	1
elite	1
else	1
elsewhere	1
embargo	1
embark	1
embarrassing	1
embarrassment	1
embrace	1
emirate	1
emission	4
emory	1
emotional	1
emphasis	2
emphasize	3
empirically	1
employ	2
employe	1
employee	12
employment	1
en	1
enclose	2
encrypt	1
end	21
endanger	1
endorse	2
endure	1
enemy	1
energize	1
energy	2
enforcement	1
engage	2
engineering	2
england	1
english	1
engulf	1
enhance	1
enjoy	2
enola	4
enormous	1
enormously	1
enough	5
enrich	1
enriched	1
enroll	1
enshrined	1
ensue	1
ensure	1
enter	2
enterprise	1
entertaining	1
entertainment	2
enthusiast	1
entirely	1
entitle	1
environment	2
environmental	5
environmentalist	1
environmentally	1
envisioneering	1
episode	1
equal	1
equip	1
equipment	2
equivalency	1
equivalent	2
equus	4
era	1
erase	2
erbamont	2
eric	1
erode	1
erroneous	1
error	1
escape	1
especially	4
espectador	3
espionage	2
esplanade	1
esprit	1
essential	1
essentially	2
est	1
establish	1
estate	2
estimate	11
etc.	1
etched	1
ethics	16
ethnic	1
eurasian	1
european	2
evaluate	1
evaluation	1
eve	1
even	20
evening	2
event	3
eventually	1
ever	6
eveready	1
every	10
everybody	2
everyone	1
everything	7
everywhere	1
evidence	9
evident	1
ex-hog	1
exactly	2
examine	1
example	5
exasperation	1
exceed	1
excel	2
excellence	1
except	2
exception	1
excerpt	2
excess	2
exchange	10
excite	2
exciting	1
exclusive	1
execute	1
execution	1
executive	19
exempt	1
exercise	4
exhaustively	1
exhibit	1
exhibition	1
exile	1
exist	5
existence	1
exodus	1
exotic	1
expand	1
expansion	1
expect	26
expectation	2
expel	1
expenditure	1
expense	1
expensive	5
experience	5
experiment	1
expert	6
expire	5
explain	3
explanation	2
explicit	1
explode	2
exploit	2
exploration	2
explore	1
explosion	1
export	3
expos	6
expose	1
express	4
expression	1
expulsion	1
extend	5
extension	3
extensive	2
extinction	1
extort	1
extradite	1
extradition	2
extraordinary	4
eye	2
f	11
fab	1
fabregas	5
fabricate	1
fabrication	1
face	8
facility	8
fact	2
factor	4
factory	12
fad	1
fail	4
failed	1
failure	3
fair	6
fairly	1
faith	1
fake	1
falconesque	1
fall	20
falloff	1
false	1
familiar	3
familiarity	1
family	8
famous	4
far	7
farmer	2
farouk	1
fasano	1
fascinating	1
fashion	1
fast	2
fastener	2
father	1
favor	1
favorite	5
fax	1
fbi	6
fear	2
feature	1
features	1
feb	3
february	1
federal	20
federation	9
fee	2
feel	11
feeling	1
feline	1
fellow	2
fellowship	1
felony	1
female	1
feniger	1
fenton	3
festered	1
fetch	1
fetches	1
few	10
fiasco	1
fiber	2
fibrous	1
fidel	1
fidelity	1
field	7
fielder	1
fiercely	1
fifth	2
fight	3
figure	6
file	5
filed	3
fill	2
filling	1
film	1
final	3
finalize	1
finally	3
finance	4
financial	11
financial-disclosure	1
financing	3
find	15
finding	2
fine	3
finger	1
finish	4
finland	1
finnish	2
fire	3
firm	7
first	33
fiscal	6
fish	3
fished	1
fisheries	3
fishery	8
fishing	2
fishkill	3
fitness	2
five	10
five-year	1
fix	2
fixed	1
fla	1
flap	1
flash	1
flat	2
flats	1
flavor	1
flavored	1
flaw	1
flecked	1
fleet	1
flesh	1
flexibly	1
flight	6
floor	4
florida	5
flour	1
flow	2
floyd	9
fluctuation	1
fluke	1
fly	5
flying	1
focal	1
focus	2
folio	1
follow	10
follows	1
food	10
foods	1
foot	4
footage	1
football	2
for	308
forbid	1
forbidden	1
force	9
forces	1
forcesin	1
ford	2
fore	3
foreign	11
foreigner	1
forever	1
forge	1
forget	1
form	5
formal	2
formally	1
format	1
former	13
forrester	2
forster	3
forte	2
fortune	1
forty	1
forum	1
forward	2
forwarded	1
foster	1
foundation	5
founder	1
four	14
fourth	2
fourth-quarter	3
fourth-ranking	1
fp	1
fr	1
france	3
francis	1
francisco	14
frank	1
franklin	1
fraud	1
free	18
freedom	3
freer	1
french	18
frequently	1
fresh	3
freud	1
freudtoy	1
friday	2
fried	1
friend	8
friendly	1
friendship	1
from	138
front	1
fruit	2
frustrate	1
fry	2
fuel	1
full	7
full-fledged	1
full-time	1
fully	5
fully-owned	1
function	1
fund	7
fund-raising	1
fundamental	1
furman	1
further	5
future	3
ga	1
gabriel	2
gailhaguet	11
gain	11
galley	1
gambling	1
game	14
games	1
gamino	2
gang	1
gaping	1
garcia	1
garden	1
garlic	1
gas	2
gates	1
gather	2
gathering	1
gators	2
gaudens	1
gavel	2
gay	4
gear	1
ged	1
gelles	1
gen	2
general	13
generalized	1
generally	2
generate	3
generation	2
george	6
georgia	2
gerald	2
get	49
getix	1
giant	1
gibbs	1
gift	17
gifts	4
gingl	1
girlfriend	2
gitex	1
give	32
glasnost	1
glass	3
glee	1
glenn	1
glitch	1
global	4
glorious	1
go	38
go-go	1
goal	4
god	1
goh	1
gold	11
good	16
goode	2
goodwill	1
goody	1
gorbachev	2
gougne	4
gourd	2
gov	2
govern	4
governance	1
government	29
governor	6
graf	1
grande	1
grandfather	1
grant	4
gras	2
grateful	1
gray	1
great	5
greater	2
greatest	4
greatly	1
green	2
greenville	1
grim	1
gross	1
grossman	2
ground	4
grounds	2
groundswell	1
group	25
grow	9
growth	7
guam	1
guber	3
guerrilla	2
guest	1
guidance	1
guide	1
guilder	9
guillermo	1
guilty	2
gulf	5
gun	2
guy	5
gwendal	1
haakenson	1
habitat	1
haddon	1
haden	1
hadson	2
hahn	1
hair	4
hale	1
half	4
halibut	1
hall	13
hallwood	2
halve	1
hamid	1
hammacher	1
hand	7
handball	1
handful	1
handle	3
hang	1
hap	1
happen	6
hard	6
harder	1
hardly	2
hardship	2
harry	1
harsh	1
harvest	1
hasbrouk	1
hassan	1
hate	2
have	312
hawaii	2
he	207
head	8
headcount-control	1
headquarters	3
health	8
healthy	1
hear	2
hearing	1
heart	1
heavily	1
heavy	4
heiby	1
heights	2
heisman	3
hell	1
help	19
helping	1
helps	1
helsinki	1
hemisphere	2
henrietta	1
her	51
herb	1
here	17
hereby	1
heritage	6
herself	2
hersh	3
hew	1
high	12
high-level	1
high-ranking	1
higher	7
highest-level	1
highlight	1
highly	2
hill	1
hills	1
him	31
himself	3
hint	1
hire	2
hiroshima	8
his	125
historian	1
historic	2
history	11
hit	11
hitachi	1
hitech	1
hitter	2
hmong	1
hockey	1
hog	1
hold	13
holder	3
holding	2
holdings	1
hole	2
holland	1
hollis	1
holloway	1
hollywood	2
holsman	1
home	20
homeless	1
homer	3
honesty	1
honor	1
honorary	1
honoree	2
hoopla	1
hope	3
horoscope	1
horrified	1
hosni	1
hospital	5
host	2
hostess	1
hostile	1
hot	2
hotel	6
hottest	1
hour	13
house	7
housing	1
houston	1
how	18
howard	2
however	4
http	1
hudson	1
huge	4
hugo	3
human	11
humanitarian	5
hundred	5
hurricane	4
hurricanes	1
hurt	5
husband	2
hut	1
i	87
i-aa	1
i.e.	1
ibm	12
ibrahim	7
ice	11
icon	2
idea	9
identify	2
identity	1
if	25
ignore	1
ii	4
ill	2
illegal	1
illegally	1
illinois	1
image	5
imagine	1
immediate	1
immediately	2
impact	4
impatient	1
implement	1
implementation	1
implicate	2
import	6
important	10
impose	2
imprisonment	1
improper	1
impropriety	2
improve	2
improvement	1
in	552
inadequate	2
inaugurate	1
inauguration	3
include	31
income	14
income-tax	1
incomplete	1
incongruity	2
inconsistency	2
inconsistent	1
incorporate	1
increase	9
increasingly	1
indeed	1
independence	1
independent	4
independently	1
indian	5
indicate	2
indictment	1
indirect	1
individual	4
indonesia	7
indonesian	1
industrial	4
industries	4
industry	9
industry-government	1
ineffective	1
inevitably	1
inexcusable	1
inexperienced	1
infant	1
infielder	1
infiltrate	2
influence	1
influential	1
influx	1
inform	2
information	29
infrastructure	1
ingratiate	2
ingredient	1
initial	1
initiative	4
inject	1
injure	1
injury	1
inmate	1
innocent	2
innovate	1
innovation	1
inoculation	1
inouye	2
inquiry	6
inscribed	1
insert	1
insist	2
inspector	2
install	2
installation	1
instance	1
instantly	1
institute	5
institution	5
instruction	4
instrument	1
